"시도별","모의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"전국","계","총계","출생[명]","명","465892","444849","470171","471265","484550","436455","435435","438420","406243","357771","326822","302676","272337","260562",
"전국","계","무학","출생[명]","명","352","377","379","384","371","265","269","237","153","149","244","238","281","205",
"전국","계","초등학교","출생[명]","명","1663","1580","1632","1638","1490","1343","1203","1075","924","811","607","644","551","434",
"전국","계","중고등학교","출생[명]","명","167397","150203","150424","143917","137969","116785","107723","102147","90332","76165","65569","58735","51110","44836",
"전국","계","중학교","출생[명]","명","8482","8123","8122","8436","8250","7410","6600","6031","5559","4806","4187","3964","3404","2834",
"전국","계","고등학교","출생[명]","명","158915","142080","142302","135481","129719","109375","101123","96116","84773","71359","61382","54771","47706","42002",
"전국","계","초대.전문대이상","출생[명]","명","292447","288879","313814","323625","343255","316848","324434","332582","311005","276099","255070","237054","213601","208489",
"전국","계","대학(교)","출생[명]","명","268460","264593","286636","295019","311734","286421","292219","299306","279666","247470","228164","211580","190368","185278",
"전국","계","대학원 이상","출생[명]","명","23987","24286","27178","28606","31521","30427","32215","33276","31339","28629","26906","25474","23233","23211",
"전국","계","미상","출생[명]","명","4033","3810","3922","1701","1465","1214","1806","2379","3829","4547","5332","6005","6794","6598",
"전국","15세미만","총계","출생[명]","명","46","27","34","19","29","20","22","16","15","6","8","10","11","8",
"전국","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세미만","초등학교","출생[명]","명","5","2","4","4","11","10","9","9","8","4","4","5","8","7",
"전국","15세미만","중고등학교","출생[명]","명","1","5","5","5","6","10","13","7","7","2","4","4","3","1",
"전국","15세미만","중학교","출생[명]","명","1","5","5","4","6","10","13","7","7","2","4","4","3","1",
"전국","15세미만","고등학교","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"전국","15세미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세미만","미상","출생[명]","명","40","20","25","10","12","0","0","0","0","0","0","1","0","0",
"전국","15 - 19세","총계","출생[명]","명","2728","2788","2900","2979","2917","2813","2527","2211","1907","1520","1292","1096","907","492",
"전국","15 - 19세","무학","출생[명]","명","14","11","8","13","7","9","7","6","1","1","5","2","5","2",
"전국","15 - 19세","초등학교","출생[명]","명","118","111","125","147","156","137","160","95","70","61","33","36","26","8",
"전국","15 - 19세","중고등학교","출생[명]","명","2024","2045","2202","2504","2505","2605","2314","2049","1773","1417","1198","1001","839","461",
"전국","15 - 19세","중학교","출생[명]","명","775","809","870","1004","1054","1141","919","774","725","545","474","385","311","164",
"전국","15 - 19세","고등학교","출생[명]","명","1249","1236","1332","1500","1451","1464","1395","1275","1048","872","724","616","528","297",
"전국","15 - 19세","초대.전문대이상","출생[명]","명","77","110","97","127","59","45","29","29","16","4","2","7","0","0",
"전국","15 - 19세","대학(교)","출생[명]","명","77","108","97","127","57","45","29","29","16","4","2","7","0","0",
"전국","15 - 19세","대학원 이상","출생[명]","명","0","2","0","0","2","0","0","0","0","0","0","0","0","0",
"전국","15 - 19세","미상","출생[명]","명","495","511","468","188","190","17","17","32","47","37","54","50","37","21",
"전국","20 - 24세","총계","출생[명]","명","28173","24911","24538","24648","24619","22051","21171","20514","19078","15768","13313","11303","9612","7599",
"전국","20 - 24세","무학","출생[명]","명","103","94","77","84","84","58","53","38","19","28","39","28","46","34",
"전국","20 - 24세","초등학교","출생[명]","명","597","569","566","520","459","394","320","243","208","170","118","109","86","59",
"전국","20 - 24세","중고등학교","출생[명]","명","18075","15911","15347","15397","15159","13787","13113","12548","11900","10096","8761","7688","6459","5290",
"전국","20 - 24세","중학교","출생[명]","명","2758","2821","2596","2633","2566","2199","1959","1696","1578","1264","1104","973","799","640",
"전국","20 - 24세","고등학교","출생[명]","명","15317","13090","12751","12764","12593","11588","11154","10852","10322","8832","7657","6715","5660","4650",
"전국","20 - 24세","초대.전문대이상","출생[명]","명","8463","7545","7938","8400","8709","7731","7557","7558","6736","5217","4078","3187","2646","1952",
"전국","20 - 24세","대학(교)","출생[명]","명","8361","7465","7859","8318","8617","7660","7495","7482","6679","5170","4036","3169","2630","1928",
"전국","20 - 24세","대학원 이상","출생[명]","명","102","80","79","82","92","71","62","76","57","47","42","18","16","24",
"전국","20 - 24세","미상","출생[명]","명","935","792","610","247","208","81","128","127","215","257","317","291","375","264",
"전국","25 - 29세","총계","출생[명]","명","168893","155906","147197","137008","127192","102801","96192","94622","85036","74026","65029","57834","50631","45781",
"전국","25 - 29세","무학","출생[명]","명","96","101","106","101","103","62","74","56","37","38","74","57","68","43",
"전국","25 - 29세","초등학교","출생[명]","명","366","361","410","420","422","370","329","325","262","220","173","154","128","102",
"전국","25 - 29세","중고등학교","출생[명]","명","58368","51030","45989","41088","36179","27630","24230","22832","19647","17084","14830","13748","12551","11442",
"전국","25 - 29세","중학교","출생[명]","명","2118","1986","2048","2257","2150","1879","1667","1543","1370","1262","1024","1005","870","754",
"전국","25 - 29세","고등학교","출생[명]","명","56250","49044","43941","38831","34029","25751","22563","21289","18277","15822","13806","12743","11681","10688",
"전국","25 - 29세","초대.전문대이상","출생[명]","명","109303","103640","99979","95074","90230","74541","71278","71011","64493","55895","48938","42838","36707","33058",
"전국","25 - 29세","대학(교)","출생[명]","명","103506","98224","94770","90069","85423","70444","67219","67179","61156","53019","46650","40844","34923","31542",
"전국","25 - 29세","대학원 이상","출생[명]","명","5797","5416","5209","5005","4807","4097","4059","3832","3337","2876","2288","1994","1784","1516",
"전국","25 - 29세","미상","출생[명]","명","760","774","713","325","258","198","281","398","597","789","1014","1037","1177","1136",
"전국","30 - 34세","총계","출생[명]","명","198748","192112","214616","221434","239223","220346","221145","216252","192968","161045","143067","131334","118909","115290",
"전국","30 - 34세","무학","출생[명]","명","76","102","112","104","102","84","93","100","49","53","79","86","91","76",
"전국","30 - 34세","초등학교","출생[명]","명","260","229","257","278","229","247","230","251","235","216","164","215","172","121",
"전국","30 - 34세","중고등학교","출생[명]","명","60343","53244","56163","54296","54444","46482","42908","39039","32208","24848","20110","17249","14999","13262",
"전국","30 - 34세","중학교","출생[명]","명","1313","1176","1296","1345","1406","1355","1287","1272","1213","1063","972","921","818","691",
"전국","30 - 34세","고등학교","출생[명]","명","59030","52068","54867","52951","53038","45127","41621","37767","30995","23785","19138","16328","14181","12571",
"전국","30 - 34세","초대.전문대이상","출생[명]","명","137362","137841","157216","166366","183958","173088","177186","175887","158890","134106","120643","111387","100856","99127",
"전국","30 - 34세","대학(교)","출생[명]","명","123978","124194","141565","150042","165629","155436","158680","157570","142123","119508","107469","99374","90261","88658",
"전국","30 - 34세","대학원 이상","출생[명]","명","13384","13647","15651","16324","18329","17652","18506","18317","16767","14598","13174","12013","10595","10469",
"전국","30 - 34세","미상","출생[명]","명","707","696","868","390","490","445","728","975","1586","1822","2071","2397","2791","2704",
"전국","35 - 39세","총계","출생[명]","명","59596","60694","70835","74245","78982","77183","82226","92081","94313","92645","91101","87300","78315","76238",
"전국","35 - 39세","무학","출생[명]","명","45","54","57","56","47","41","31","31","35","25","39","50","55","35",
"전국","35 - 39세","초등학교","출생[명]","명","197","185","170","165","146","137","106","112","112","107","95","97","105","110",
"전국","35 - 39세","중고등학교","출생[명]","명","24784","23922","25993","25590","24461","21510","20498","21205","20627","18936","17144","15498","12976","11066",
"전국","35 - 39세","중학교","출생[명]","명","1073","907","911","828","739","569","551","546","525","554","484","554","492","477",
"전국","35 - 39세","고등학교","출생[명]","명","23711","23015","25082","24762","23722","20941","19947","20659","20102","18382","16660","14944","12484","10589",
"전국","35 - 39세","초대.전문대이상","출생[명]","명","34297","36281","44186","48210","54101","55261","61243","70214","72525","72338","72373","69876","63239","63092",
"전국","35 - 39세","대학(교)","출생[명]","명","30006","31632","38561","41879","46804","47631","52765","60522","62692","62629","62550","60055","54123","53794",
"전국","35 - 39세","대학원 이상","출생[명]","명","4291","4649","5625","6331","7297","7630","8478","9692","9833","9709","9823","9821","9116","9298",
"전국","35 - 39세","미상","출생[명]","명","273","252","429","224","227","234","348","519","1014","1239","1450","1779","1940","1935",
"전국","40 - 44세","총계","출생[명]","명","6537","7303","8840","10126","11098","10714","11523","12138","12336","12202","12417","13242","13482","14670",
"전국","40 - 44세","무학","출생[명]","명","12","15","18","20","24","8","10","6","10","3","7","15","16","15",
"전국","40 - 44세","초등학교","출생[명]","명","93","103","85","82","57","44","47","33","24","32","18","26","25","26",
"전국","40 - 44세","중고등학교","출생[명]","명","3570","3809","4448","4737","4954","4573","4438","4294","3986","3631","3365","3388","3173","3194",
"전국","40 - 44세","중학교","출생[명]","명","395","369","352","317","283","230","178","176","133","111","110","116","108","105",
"전국","40 - 44세","고등학교","출생[명]","명","3175","3440","4096","4420","4671","4343","4260","4118","3853","3520","3255","3272","3065","3089",
"전국","40 - 44세","초대.전문대이상","출생[명]","명","2823","3316","4226","5239","6018","6056","6966","7717","8155","8311","8789","9516","9928","11014",
"전국","40 - 44세","대학(교)","출생[명]","명","2434","2845","3646","4417","5058","5098","5890","6391","6838","6943","7262","7921","8245","9161",
"전국","40 - 44세","대학원 이상","출생[명]","명","389","471","580","822","960","958","1076","1326","1317","1368","1527","1595","1683","1853",
"전국","40 - 44세","미상","출생[명]","명","39","60","63","48","45","33","62","88","161","225","238","297","340","421",
"전국","45 - 49세","총계","출생[명]","명","334","330","389","443","392","284","308","335","371","373","389","398","340","362",
"전국","45 - 49세","무학","출생[명]","명","2","0","1","4","2","2","1","0","2","1","0","0","0","0",
"전국","45 - 49세","초등학교","출생[명]","명","21","16","13","15","6","3","2","3","4","1","2","2","1","1",
"전국","45 - 49세","중고등학교","출생[명]","명","200","192","228","238","220","162","167","163","179","144","152","153","108","114",
"전국","45 - 49세","중학교","출생[명]","명","41","42","35","36","39","18","20","13","7","5","15","5","3","2",
"전국","45 - 49세","고등학교","출생[명]","명","159","150","193","202","181","144","147","150","172","139","137","148","105","112",
"전국","45 - 49세","초대.전문대이상","출생[명]","명","104","119","142","182","161","116","136","160","184","222","231","229","219","240",
"전국","45 - 49세","대학(교)","출생[명]","명","84","104","123","149","133","99","111","131","159","194","185","200","180","192",
"전국","45 - 49세","대학원 이상","출생[명]","명","20","15","19","33","28","17","25","29","25","28","46","29","39","48",
"전국","45 - 49세","미상","출생[명]","명","7","3","5","4","3","1","2","9","2","5","4","14","12","7",
"전국","50세이상","총계","출생[명]","명","32","28","62","66","48","28","26","14","11","9","18","18","4","9",
"전국","50세이상","무학","출생[명]","명","2","0","0","2","1","1","0","0","0","0","1","0","0","0",
"전국","50세이상","초등학교","출생[명]","명","4","2","2","6","4","0","0","3","1","0","0","0","0","0",
"전국","50세이상","중고등학교","출생[명]","명","16","15","40","41","29","19","18","5","4","6","3","5","0","3",
"전국","50세이상","중학교","출생[명]","명","6","4","8","7","4","8","5","2","1","0","0","1","0","0",
"전국","50세이상","고등학교","출생[명]","명","10","11","32","34","25","11","13","3","3","6","3","4","0","3",
"전국","50세이상","초대.전문대이상","출생[명]","명","10","8","20","16","14","7","7","5","5","3","14","13","4","4",
"전국","50세이상","대학(교)","출생[명]","명","8","6","14","10","8","7","2","1","2","1","9","9","4","2",
"전국","50세이상","대학원 이상","출생[명]","명","2","2","6","6","6","0","5","4","3","2","5","4","0","2",
"전국","50세이상","미상","출생[명]","명","0","3","0","1","0","1","1","1","1","0","0","0","0","2",
"전국","연령미상","총계","출생[명]","명","805","750","760","297","50","215","295","237","208","177","188","141","126","113",
"전국","연령미상","무학","출생[명]","명","2","0","0","0","1","0","0","0","0","0","0","0","0","0",
"전국","연령미상","초등학교","출생[명]","명","2","2","0","1","0","1","0","1","0","0","0","0","0","0",
"전국","연령미상","중고등학교","출생[명]","명","16","30","9","21","12","7","24","5","1","1","2","1","2","3",
"전국","연령미상","중학교","출생[명]","명","2","4","1","5","3","1","1","2","0","0","0","0","0","0",
"전국","연령미상","고등학교","출생[명]","명","14","26","8","16","9","6","23","3","1","1","2","1","2","3",
"전국","연령미상","초대.전문대이상","출생[명]","명","8","19","10","11","5","3","32","1","1","3","2","1","2","2",
"전국","연령미상","대학(교)","출생[명]","명","6","15","1","8","5","1","28","1","1","2","1","1","2","1",
"전국","연령미상","대학원 이상","출생[명]","명","2","4","9","3","0","2","4","0","0","1","1","0","0","1",
"전국","연령미상","미상","출생[명]","명","777","699","741","264","32","204","239","230","206","173","184","139","122","108",
"서울특별시","계","총계","출생[명]","명","94736","89594","93266","91526","93914","84066","83711","83005","75536","65389","58074","53673","47445","45531",
"서울특별시","계","무학","출생[명]","명","45","45","57","55","47","34","28","23","20","18","16","17","19","18",
"서울특별시","계","초등학교","출생[명]","명","169","158","153","157","142","138","130","87","81","81","45","50","45","32",
"서울특별시","계","중고등학교","출생[명]","명","25037","21939","21161","19546","18315","15116","13443","12680","10720","8644","6918","6100","5082","4196",
"서울특별시","계","중학교","출생[명]","명","955","936","901","869","846","755","653","544","508","405","306","302","216","227",
"서울특별시","계","고등학교","출생[명]","명","24082","21003","20260","18677","17469","14361","12790","12136","10212","8239","6612","5798","4866","3969",
"서울특별시","계","초대.전문대이상","출생[명]","명","68660","66668","71048","71433","75072","68478","69652","69676","64008","55688","49842","46235","40993","39780",
"서울특별시","계","대학(교)","출생[명]","명","59893","57914","61564","61695","64456","58484","59179","59184","54305","46673","41801","38531","33955","32914",
"서울특별시","계","대학원 이상","출생[명]","명","8767","8754","9484","9738","10616","9994","10473","10492","9703","9015","8041","7704","7038","6866",
"서울특별시","계","미상","출생[명]","명","825","784","847","335","338","300","458","539","707","958","1253","1271","1306","1505",
"서울특별시","15세미만","총계","출생[명]","명","12","4","14","3","5","8","3","1","4","0","0","1","0","2",
"서울특별시","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세미만","초등학교","출생[명]","명","1","0","1","2","1","3","2","0","2","0","0","1","0","2",
"서울특별시","15세미만","중고등학교","출생[명]","명","0","0","1","0","1","5","1","1","2","0","0","0","0","0",
"서울특별시","15세미만","중학교","출생[명]","명","0","0","1","0","1","5","1","1","2","0","0","0","0","0",
"서울특별시","15세미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세미만","미상","출생[명]","명","11","4","12","1","3","0","0","0","0","0","0","0","0","0",
"서울특별시","15 - 19세","총계","출생[명]","명","341","314","349","302","353","359","285","273","239","178","136","115","72","40",
"서울특별시","15 - 19세","무학","출생[명]","명","2","1","2","1","0","0","1","0","0","0","0","0","0","0",
"서울특별시","15 - 19세","초등학교","출생[명]","명","12","9","11","10","20","20","26","9","7","10","4","5","5","0",
"서울특별시","15 - 19세","중고등학교","출생[명]","명","190","194","233","246","278","331","250","252","222","164","122","100","60","36",
"서울특별시","15 - 19세","중학교","출생[명]","명","69","72","97","91","115","157","101","89","84","65","45","40","25","16",
"서울특별시","15 - 19세","고등학교","출생[명]","명","121","122","136","155","163","174","149","163","138","99","77","60","35","20",
"서울특별시","15 - 19세","초대.전문대이상","출생[명]","명","11","18","18","12","7","5","4","4","3","0","0","1","0","0",
"서울특별시","15 - 19세","대학(교)","출생[명]","명","11","16","18","12","6","5","4","4","3","0","0","1","0","0",
"서울특별시","15 - 19세","대학원 이상","출생[명]","명","0","2","0","0","1","0","0","0","0","0","0","0","0","0",
"서울특별시","15 - 19세","미상","출생[명]","명","126","92","85","33","48","3","4","8","7","4","10","9","7","4",
"서울특별시","20 - 24세","총계","출생[명]","명","3235","2806","2707","2739","2652","2411","2299","2215","1837","1507","1168","1004","825","582",
"서울특별시","20 - 24세","무학","출생[명]","명","8","11","4","8","7","6","5","6","2","0","3","2","4","3",
"서울특별시","20 - 24세","초등학교","출생[명]","명","45","40","37","43","30","33","24","18","19","19","10","5","9","4",
"서울특별시","20 - 24세","중고등학교","출생[명]","명","1821","1589","1482","1541","1506","1414","1358","1284","1135","921","745","675","527","392",
"서울특별시","20 - 24세","중학교","출생[명]","명","207","227","213","208","218","190","181","140","130","99","81","72","52","38",
"서울특별시","20 - 24세","고등학교","출생[명]","명","1614","1362","1269","1333","1288","1224","1177","1144","1005","822","664","603","475","354",
"서울특별시","20 - 24세","초대.전문대이상","출생[명]","명","1178","1031","1059","1102","1072","952","890","889","661","523","372","281","248","153",
"서울특별시","20 - 24세","대학(교)","출생[명]","명","1157","1018","1048","1085","1055","933","881","876","652","517","367","280","243","152",
"서울특별시","20 - 24세","대학원 이상","출생[명]","명","21","13","11","17","17","19","9","13","9","6","5","1","5","1",
"서울특별시","20 - 24세","미상","출생[명]","명","183","135","125","45","37","6","22","18","20","44","38","41","37","30",
"서울특별시","25 - 29세","총계","출생[명]","명","29669","26873","24631","22379","20545","16477","15155","14345","12467","10123","8411","7098","5944","5094",
"서울특별시","25 - 29세","무학","출생[명]","명","14","12","19","13","13","8","8","4","5","3","4","3","2","2",
"서울특별시","25 - 29세","초등학교","출생[명]","명","34","42","36","29","31","24","30","19","18","17","11","17","12","10",
"서울특별시","25 - 29세","중고등학교","출생[명]","명","7761","6642","5574","4785","3977","2908","2500","2385","1994","1591","1387","1246","1050","907",
"서울특별시","25 - 29세","중학교","출생[명]","명","233","220","208","217","179","150","137","111","117","82","66","84","47","72",
"서울특별시","25 - 29세","고등학교","출생[명]","명","7528","6422","5366","4568","3798","2758","2363","2274","1877","1509","1321","1162","1003","835",
"서울특별시","25 - 29세","초대.전문대이상","출생[명]","명","21725","20015","18845","17494","16466","13500","12569","11869","10356","8391","6817","5686","4698","3995",
"서울특별시","25 - 29세","대학(교)","출생[명]","명","19828","18258","17226","16048","15073","12303","11420","10859","9502","7666","6273","5244","4325","3671",
"서울특별시","25 - 29세","대학원 이상","출생[명]","명","1897","1757","1619","1446","1393","1197","1149","1010","854","725","544","442","373","324",
"서울특별시","25 - 29세","미상","출생[명]","명","135","162","157","58","58","37","48","68","94","121","192","146","182","180",
"서울특별시","30 - 34세","총계","출생[명]","명","45494","43100","46738","46716","49918","45022","44941","43623","38274","31473","27286","24680","21723","20932",
"서울특별시","30 - 34세","무학","출생[명]","명","13","16","20","17","15","13","10","8","4","10","5","6","6","6",
"서울특별시","30 - 34세","초등학교","출생[명]","명","39","34","37","37","33","34","28","26","21","16","8","12","12","9",
"서울특별시","30 - 34세","중고등학교","출생[명]","명","10040","8572","8613","7939","7754","6385","5474","5057","3927","2865","2133","1759","1490","1222",
"서울특별시","30 - 34세","중학교","출생[명]","명","184","172","164","167","170","132","131","107","85","83","63","57","56","44",
"서울특별시","30 - 34세","고등학교","출생[명]","명","9856","8400","8449","7772","7584","6253","5343","4950","3842","2782","2070","1702","1434","1178",
"서울특별시","30 - 34세","초대.전문대이상","출생[명]","명","35256","34285","37824","38619","42004","38514","39265","38340","34039","28205","24638","22392","19678","19053",
"서울특별시","30 - 34세","대학(교)","출생[명]","명","30250","29285","32333","32942","35793","32705","33244","32598","28850","23620","20734","18817","16544","16059",
"서울특별시","30 - 34세","대학원 이상","출생[명]","명","5006","5000","5491","5677","6211","5809","6021","5742","5189","4585","3904","3575","3134","2994",
"서울특별시","30 - 34세","미상","출생[명]","명","146","193","244","104","112","76","164","192","283","377","502","511","537","642",
"서울특별시","35 - 39세","총계","출생[명]","명","14352","14756","16649","17060","17898","17349","18240","19789","19971","19462","18259","17956","15987","15744",
"서울특별시","35 - 39세","무학","출생[명]","명","5","3","11","12","9","4","2","5","6","5","3","5","7","3",
"서울특별시","35 - 39세","초등학교","출생[명]","명","27","21","18","18","23","16","14","9","10","11","6","7","5","5",
"서울특별시","35 - 39세","중고등학교","출생[명]","명","4554","4281","4425","4246","3928","3340","3096","3032","2869","2557","2079","1880","1549","1236",
"서울특별시","35 - 39세","중학교","출생[명]","명","188","182","150","130","114","80","70","76","69","61","39","41","31","38",
"서울특별시","35 - 39세","고등학교","출생[명]","명","4366","4099","4275","4116","3814","3260","3026","2956","2800","2496","2040","1839","1518","1198",
"서울특별시","35 - 39세","초대.전문대이상","출생[명]","명","9682","10376","12095","12736","13879","13939","15050","16619","16883","16600","15812","15624","14021","14016",
"서울특별시","35 - 39세","대학(교)","출생[명]","명","7990","8571","9956","10437","11268","11310","12163","13371","13699","13353","12788","12479","11077","11044",
"서울특별시","35 - 39세","대학원 이상","출생[명]","명","1692","1805","2139","2299","2611","2629","2887","3248","3184","3247","3024","3145","2944","2972",
"서울특별시","35 - 39세","미상","출생[명]","명","84","75","100","48","59","50","78","124","203","289","359","440","405","484",
"서울특별시","40 - 44세","총계","출생[명]","명","1425","1550","1977","2192","2463","2265","2595","2580","2606","2517","2648","2708","2785","3009",
"서울특별시","40 - 44세","무학","출생[명]","명","2","2","1","1","3","2","2","0","2","0","1","1","0","4",
"서울특별시","40 - 44세","초등학교","출생[명]","명","7","11","12","15","4","7","6","4","3","8","6","3","2","2",
"서울특별시","40 - 44세","중고등학교","출생[명]","명","632","623","784","749","835","707","733","640","551","520","437","421","392","385",
"서울특별시","40 - 44세","중학교","출생[명]","명","68","57","61","53","44","39","32","20","20","15","11","8","5","19",
"서울특별시","40 - 44세","고등학교","출생[명]","명","564","566","723","696","791","668","701","620","531","505","426","413","387","366",
"서울특별시","40 - 44세","초대.전문대이상","출생[명]","명","777","899","1164","1416","1608","1539","1841","1919","2021","1928","2135","2199","2302","2505",
"서울특별시","40 - 44세","대학(교)","출생[명]","명","635","729","951","1123","1235","1207","1444","1453","1564","1482","1597","1669","1735","1942",
"서울특별시","40 - 44세","대학원 이상","출생[명]","명","142","170","213","293","373","332","397","466","457","446","538","530","567","563",
"서울특별시","40 - 44세","미상","출생[명]","명","7","15","16","11","13","10","13","17","29","61","69","84","89","113",
"서울특별시","45 - 49세","총계","출생[명]","명","63","67","76","82","68","50","50","63","64","67","79","67","62","74",
"서울특별시","45 - 49세","무학","출생[명]","명","0","0","0","2","0","1","0","0","1","0","0","0","0","0",
"서울특별시","45 - 49세","초등학교","출생[명]","명","3","1","1","2","0","1","0","1","0","0","0","0","0","0",
"서울특별시","45 - 49세","중고등학교","출생[명]","명","30","31","37","31","34","21","23","28","20","25","15","17","14","15",
"서울특별시","45 - 49세","중학교","출생[명]","명","5","6","5","1","5","0","0","0","1","0","1","0","0","0",
"서울특별시","45 - 49세","고등학교","출생[명]","명","25","25","32","30","29","21","23","28","19","25","14","17","14","15",
"서울특별시","45 - 49세","초대.전문대이상","출생[명]","명","28","34","37","47","33","27","26","32","43","40","63","47","45","56",
"서울특별시","45 - 49세","대학(교)","출생[명]","명","19","30","29","41","24","20","18","22","35","35","42","40","30","44",
"서울특별시","45 - 49세","대학원 이상","출생[명]","명","9","4","8","6","9","7","8","10","8","5","21","7","15","12",
"서울특별시","45 - 49세","미상","출생[명]","명","2","1","1","0","1","0","1","2","0","2","1","3","3","3",
"서울특별시","50세이상","총계","출생[명]","명","5","6","15","10","3","4","0","3","3","2","4","7","1","4",
"서울특별시","50세이상","무학","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"서울특별시","50세이상","초등학교","출생[명]","명","1","0","0","1","0","0","0","0","1","0","0","0","0","0",
"서울특별시","50세이상","중고등학교","출생[명]","명","4","2","9","5","0","3","0","0","0","1","0","2","0","1",
"서울특별시","50세이상","중학교","출생[명]","명","1","0","2","1","0","1","0","0","0","0","0","0","0","0",
"서울특별시","50세이상","고등학교","출생[명]","명","3","2","7","4","0","2","0","0","0","1","0","2","0","1",
"서울특별시","50세이상","초대.전문대이상","출생[명]","명","0","3","6","3","3","1","0","3","2","1","4","5","1","1",
"서울특별시","50세이상","대학(교)","출생[명]","명","0","2","3","3","2","1","0","0","0","0","0","1","1","1",
"서울특별시","50세이상","대학원 이상","출생[명]","명","0","1","3","0","1","0","0","3","2","1","4","4","0","0",
"서울특별시","50세이상","미상","출생[명]","명","0","1","0","0","0","0","0","0","0","0","0","0","0","2",
"서울특별시","연령미상","총계","출생[명]","명","140","118","110","43","9","121","143","113","71","60","83","37","46","50",
"서울특별시","연령미상","무학","출생[명]","명","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","1","0","0","0","0","0","0",
"서울특별시","연령미상","중고등학교","출생[명]","명","5","5","3","4","2","2","8","1","0","0","0","0","0","2",
"서울특별시","연령미상","중학교","출생[명]","명","0","0","0","1","0","1","0","0","0","0","0","0","0","0",
"서울특별시","연령미상","고등학교","출생[명]","명","5","5","3","3","2","1","8","1","0","0","0","0","0","2",
"서울특별시","연령미상","초대.전문대이상","출생[명]","명","3","7","0","4","0","1","7","1","0","0","1","0","0","1",
"서울특별시","연령미상","대학(교)","출생[명]","명","3","5","0","4","0","0","5","1","0","0","0","0","0","1",
"서울특별시","연령미상","대학원 이상","출생[명]","명","0","2","0","0","0","1","2","0","0","0","1","0","0","0",
"서울특별시","연령미상","미상","출생[명]","명","131","106","107","35","7","118","128","110","71","60","82","37","46","47",
"부산광역시","계","총계","출생[명]","명","26670","25110","27415","27759","28673","25831","26190","26645","24906","21480","19152","17049","15058","14446",
"부산광역시","계","무학","출생[명]","명","21","25","16","20","22","22","12","11","12","8","20","18","17","9",
"부산광역시","계","초등학교","출생[명]","명","80","83","86","78","81","67","67","59","56","35","29","32","24","19",
"부산광역시","계","중고등학교","출생[명]","명","8473","7359","7627","7300","6926","5908","5446","5193","4816","3988","3269","2823","2413","2059",
"부산광역시","계","중학교","출생[명]","명","396","411","396","399","397","406","319","281","289","275","200","180","167","127",
"부산광역시","계","고등학교","출생[명]","명","8077","6948","7231","6901","6529","5502","5127","4912","4527","3713","3069","2643","2246","1932",
"부산광역시","계","초대.전문대이상","출생[명]","명","17845","17461","19431","20228","21561","19780","20576","21246","19791","17173","15696","14000","12419","12228",
"부산광역시","계","대학(교)","출생[명]","명","16638","16190","17968","18654","19793","18068","18802","19333","18005","15535","14183","12585","11206","11031",
"부산광역시","계","대학원 이상","출생[명]","명","1207","1271","1463","1574","1768","1712","1774","1913","1786","1638","1513","1415","1213","1197",
"부산광역시","계","미상","출생[명]","명","251","182","255","133","83","54","89","136","231","276","138","176","185","131",
"부산광역시","15세미만","총계","출생[명]","명","3","0","3","1","0","0","1","0","1","1","0","0","0","1",
"부산광역시","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세미만","초등학교","출생[명]","명","0","0","0","0","0","0","1","0","1","1","0","0","0","1",
"부산광역시","15세미만","중고등학교","출생[명]","명","1","0","0","1","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세미만","중학교","출생[명]","명","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세미만","고등학교","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
