"시도별","부의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"전국","계","총계","출생[명]","명","465892","444849","470171","471265","484550","436455","435435","438420","406243","357771","326822","302676","272337","260562",
"전국","계","무학","출생[명]","명","252","243","255","245","230","161","189","173","151","141","148","149","168","99",
"전국","계","초등학교","출생[명]","명","1962","1660","1514","1361","1201","1052","903","818","667","616","431","410","320","295",
"전국","계","중고등학교","출생[명]","명","151914","138172","140163","136288","132569","114030","107162","104856","95256","82590","70773","64558","57801","52270",
"전국","계","중학교","출생[명]","명","8241","7427","7209","6944","6486","5759","5167","4749","4312","3722","3129","2852","2603","2162",
"전국","계","고등학교","출생[명]","명","143673","130745","132954","129344","126083","108271","101995","100107","90944","78868","67644","61706","55198","50108",
"전국","계","초대.전문대이상","출생[명]","명","306342","299072","322085","328094","344696","315501","321169","326530","303107","267425","247503","229125","205152","199359",
"전국","계","대학(교)","출생[명]","명","265245","259801","279974","285634","300656","274675","279897","285180","264772","232998","215377","199507","178338","172570",
"전국","계","대학원 이상","출생[명]","명","41097","39271","42111","42460","44040","40826","41272","41350","38335","34427","32126","29618","26814","26789",
"전국","계","미상","출생[명]","명","5422","5702","6154","5277","5854","5711","6012","6043","7062","6999","7967","8434","8896","8539",
"전국","15세 미만","총계","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","초등학교","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15세 미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15 - 19세","총계","출생[명]","명","533","459","603","749","768","726","701","614","524","316","254","202","142","91",
"전국","15 - 19세","무학","출생[명]","명","0","0","0","1","0","0","0","1","0","0","0","0","0","0",
"전국","15 - 19세","초등학교","출생[명]","명","10","10","26","27","27","18","24","13","15","7","5","1","0","1",
"전국","15 - 19세","중고등학교","출생[명]","명","463","413","549","685","717","689","656","592","498","302","239","189","135","85",
"전국","15 - 19세","중학교","출생[명]","명","141","144","213","280","274","256","222","173","168","109","75","59","52","24",
"전국","15 - 19세","고등학교","출생[명]","명","322","269","336","405","443","433","434","419","330","193","164","130","83","61",
"전국","15 - 19세","초대.전문대이상","출생[명]","명","41","26","19","29","14","8","15","6","2","3","1","2","1","0",
"전국","15 - 19세","대학(교)","출생[명]","명","41","26","19","29","14","8","15","6","2","3","1","2","1","0",
"전국","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","15 - 19세","미상","출생[명]","명","19","10","9","7","10","11","6","2","9","4","9","10","6","5",
"전국","20 - 24세","총계","출생[명]","명","7050","5812","5877","6315","6211","6306","6360","6786","6522","5327","4350","3493","2862","2230",
"전국","20 - 24세","무학","출생[명]","명","4","1","1","3","3","6","2","2","2","3","4","5","0","2",
"전국","20 - 24세","초등학교","출생[명]","명","63","44","50","44","45","45","45","55","41","42","31","17","12","6",
"전국","20 - 24세","중고등학교","출생[명]","명","4537","3789","3999","4312","4344","4546","4661","5030","4953","4071","3289","2684","2200","1761",
"전국","20 - 24세","중학교","출생[명]","명","524","385","406","471","446","495","509","530","512","445","399","324","255","205",
"전국","20 - 24세","고등학교","출생[명]","명","4013","3404","3593","3841","3898","4051","4152","4500","4441","3626","2890","2360","1945","1556",
"전국","20 - 24세","초대.전문대이상","출생[명]","명","2267","1735","1810","1942","1804","1687","1630","1681","1486","1176","938","721","570","405",
"전국","20 - 24세","대학(교)","출생[명]","명","2240","1712","1788","1924","1783","1668","1613","1659","1471","1166","927","715","562","401",
"전국","20 - 24세","대학원 이상","출생[명]","명","27","23","22","18","21","19","17","22","15","10","11","6","8","4",
"전국","20 - 24세","미상","출생[명]","명","179","243","17","14","15","22","22","18","40","35","88","66","80","56",
"전국","25 - 29세","총계","출생[명]","명","83340","77502","73309","69549","63733","50479","46247","45153","40563","35206","31212","27894","24521","22284",
"전국","25 - 29세","무학","출생[명]","명","23","17","19","21","16","17","18","15","15","8","20","15","8","9",
"전국","25 - 29세","초등학교","출생[명]","명","166","147","138","142","113","86","97","94","73","59","41","50","42","31",
"전국","25 - 29세","중고등학교","출생[명]","명","30809","27438","26057","24080","21696","17062","15463","15221","13997","12679","11103","10360","9457","8910",
"전국","25 - 29세","중학교","출생[명]","명","1379","1278","1219","1152","1005","813","637","644","620","536","434","424","435","414",
"전국","25 - 29세","고등학교","출생[명]","명","29430","26160","24838","22928","20691","16249","14826","14577","13377","12143","10669","9936","9022","8496",
"전국","25 - 29세","초대.전문대이상","출생[명]","명","52080","49663","46973","45240","41842","33244","30577","29708","26304","22217","19598","17021","14490","12830",
"전국","25 - 29세","대학(교)","출생[명]","명","49126","46936","44414","42653","39407","31229","28750","28020","24872","20993","18526","16108","13663","12155",
"전국","25 - 29세","대학원 이상","출생[명]","명","2954","2727","2559","2587","2435","2015","1827","1688","1432","1224","1072","913","827","675",
"전국","25 - 29세","미상","출생[명]","명","262","237","122","66","66","70","92","115","174","243","450","448","524","504",
"전국","30 - 34세","총계","출생[명]","명","209270","195345","205354","205090","215753","193995","193602","187484","164694","134872","116784","103735","92679","88068",
"전국","30 - 34세","무학","출생[명]","명","42","62","62","62","49","35","50","54","45","43","46","42","46","30",
"전국","30 - 34세","초등학교","출생[명]","명","248","195","202","191","207","203","190","165","130","131","78","76","60","39",
"전국","30 - 34세","중고등학교","출생[명]","명","56033","48351","48557","47167","47569","41175","38809","36741","31425","25077","20110","17623","15979","14907",
"전국","30 - 34세","중학교","출생[명]","명","1593","1357","1365","1362","1471","1337","1397","1272","1048","866","659","548","486","380",
"전국","30 - 34세","고등학교","출생[명]","명","54440","46994","47192","45805","46098","39838","37412","35469","30377","24211","19451","17075","15493","14527",
"전국","30 - 34세","초대.전문대이상","출생[명]","명","152459","146129","156233","157485","167718","152319","154116","149978","132101","108522","94992","84291","74526","71129",
"전국","30 - 34세","대학(교)","출생[명]","명","131781","127520","137282","139420","149348","135424","137029","133199","117197","96223","83970","74821","66141","63085",
"전국","30 - 34세","대학원 이상","출생[명]","명","20678","18609","18951","18065","18370","16895","17087","16779","14904","12299","11022","9470","8385","8044",
"전국","30 - 34세","미상","출생[명]","명","488","608","300","185","210","263","437","546","993","1099","1558","1703","2068","1963",
"전국","35 - 39세","총계","출생[명]","명","127976","126166","137984","138749","142641","131473","133148","140994","138323","129431","123549","116665","103406","99024",
"전국","35 - 39세","무학","출생[명]","명","55","47","60","48","61","40","40","42","44","42","32","41","50","23",
"전국","35 - 39세","초등학교","출생[명]","명","362","285","273","240","205","190","149","141","129","132","79","86","77","65",
"전국","35 - 39세","중고등학교","출생[명]","명","43427","40907","41375","39147","36720","30672","28435","28547","27185","24806","21863","20028","17353","15213",
"전국","35 - 39세","중학교","출생[명]","명","2020","1824","1635","1382","1224","992","852","848","874","746","706","687","620","497",
"전국","35 - 39세","고등학교","출생[명]","명","41407","39083","39740","37765","35496","29680","27583","27699","26311","24060","21157","19341","16733","14716",
"전국","35 - 39세","초대.전문대이상","출생[명]","명","83886","84571","95999","99129","105461","100363","104121","111708","109867","103164","99840","94311","83476","81443",
"전국","35 - 39세","대학(교)","출생[명]","명","69374","69875","79125","81917","87594","83771","87657","95174","94069","88111","85573","80645","71225","69030",
"전국","35 - 39세","대학원 이상","출생[명]","명","14512","14696","16874","17212","17867","16592","16464","16534","15798","15053","14267","13666","12251","12413",
"전국","35 - 39세","미상","출생[명]","명","246","356","277","185","194","208","403","556","1098","1287","1735","2199","2450","2280",
"전국","40 - 44세","총계","출생[명]","명","27005","28816","34232","37866","41606","40043","41732","43404","41444","38723","36679","36314","35303","36156",
"전국","40 - 44세","무학","출생[명]","명","62","50","46","49","47","28","33","22","20","22","21","19","19","15",
"전국","40 - 44세","초등학교","출생[명]","명","471","402","287","248","196","149","126","128","77","70","58","60","42","57",
"전국","40 - 44세","중고등학교","출생[명]","명","12993","13590","15447","16263","16798","15195","14441","13876","12345","10894","9302","8716","8063","7414",
"전국","40 - 44세","중학교","출생[명]","명","1522","1440","1319","1228","1128","996","809","625","543","452","359","322","310","284",
"전국","40 - 44세","고등학교","출생[명]","명","11471","12150","14128","15035","15670","14199","13632","13251","11802","10442","8943","8394","7753","7130",
"전국","40 - 44세","초대.전문대이상","출생[명]","명","13406","14665","18338","21223","24470","24571","26960","29119","28567","27267","26666","26779","26331","27709",
"전국","40 - 44세","대학(교)","출생[명]","명","11010","11977","15248","17328","19877","19924","21792","23687","23302","22382","21911","22335","22009","23150",
"전국","40 - 44세","대학원 이상","출생[명]","명","2396","2688","3090","3895","4593","4647","5168","5432","5265","4885","4755","4444","4322","4559",
"전국","40 - 44세","미상","출생[명]","명","73","109","114","83","95","100","172","259","435","470","632","740","848","961",
"전국","45 - 49세","총계","출생[명]","명","5371","5398","6093","6506","6848","6723","7105","7854","8323","8394","8671","9026","8355","7922",
"전국","45 - 49세","무학","출생[명]","명","39","46","43","31","28","10","16","20","13","11","11","11","20","8",
"전국","45 - 49세","초등학교","출생[명]","명","478","410","360","271","228","192","127","85","76","60","47","38","33","30",
"전국","45 - 49세","중고등학교","출생[명]","명","3010","3024","3401","3666","3774","3710","3761","3937","3926","3776","3783","3711","3272","2788",
"전국","45 - 49세","중학교","출생[명]","명","838","779","788","752","621","587","474","440","340","349","297","267","222","163",
"전국","45 - 49세","고등학교","출생[명]","명","2172","2245","2613","2914","3153","3123","3287","3497","3586","3427","3486","3444","3050","2625",
"전국","45 - 49세","초대.전문대이상","출생[명]","명","1824","1879","2252","2512","2788","2782","3136","3740","4157","4377","4639","5053","4811","4845",
"전국","45 - 49세","대학(교)","출생[명]","명","1397","1468","1766","1983","2202","2242","2574","3008","3376","3566","3811","4125","3964","3929",
"전국","45 - 49세","대학원 이상","출생[명]","명","427","411","486","529","586","540","562","732","781","811","828","928","847","916",
"전국","45 - 49세","미상","출생[명]","명","20","39","37","26","30","29","65","72","151","170","191","213","219","251",
"전국","50세 이상","총계","출생[명]","명","1173","1209","1401","1680","1693","1646","1661","1625","1678","1797","1940","2212","2316","2226",
"전국","50세 이상","무학","출생[명]","명","27","19","21","28","21","22","25","16","12","11","12","14","21","12",
"전국","50세 이상","초등학교","출생[명]","명","164","166","178","197","179","166","144","137","125","113","90","80","53","63",
"전국","50세 이상","중고등학교","출생[명]","명","618","632","757","943","928","947","902","880","899","958","1035","1176","1290","1149",
"전국","50세 이상","중학교","출생[명]","명","221","217","259","316","313","276","261","212","200","212","194","199","217","190",
"전국","50세 이상","고등학교","출생[명]","명","397","415","498","627","615","671","641","668","699","746","841","977","1073","959",
"전국","50세 이상","초대.전문대이상","출생[명]","명","356","374","432","497","556","496","570","558","585","660","747","866","871","921",
"전국","50세 이상","대학(교)","출생[명]","명","263","264","316","361","407","392","439","412","458","527","592","688","707","756",
"전국","50세 이상","대학원 이상","출생[명]","명","93","110","116","136","149","104","131","146","127","133","155","178","164","165",
"전국","50세 이상","미상","출생[명]","명","8","18","13","15","9","15","20","34","57","55","56","76","81","81",
"전국","연령미상","총계","출생[명]","명","4174","4142","5318","4760","5297","5064","4879","4506","4172","3705","3383","3135","2753","2561",
"전국","연령미상","무학","출생[명]","명","0","1","3","2","5","3","5","1","0","1","2","2","4","0",
"전국","연령미상","초등학교","출생[명]","명","0","1","0","0","1","3","1","0","1","2","2","2","1","3",
"전국","연령미상","중고등학교","출생[명]","명","24","28","21","25","23","34","34","32","28","27","49","71","52","43",
"전국","연령미상","중학교","출생[명]","명","3","3","5","1","4","7","6","5","7","7","6","22","6","5",
"전국","연령미상","고등학교","출생[명]","명","21","25","16","24","19","27","28","27","21","20","43","49","46","38",
"전국","연령미상","초대.전문대이상","출생[명]","명","23","30","29","37","43","31","44","32","38","39","82","81","76","77",
"전국","연령미상","대학(교)","출생[명]","명","13","23","16","19","24","17","28","15","25","27","66","68","66","64",
"전국","연령미상","대학원 이상","출생[명]","명","10","7","13","18","19","14","16","17","13","12","16","13","10","13",
"전국","연령미상","미상","출생[명]","명","4127","4082","5265","4696","5225","4993","4795","4441","4105","3636","3248","2979","2620","2438",
"서울특별시","계","총계","출생[명]","명","94736","89594","93266","91526","93914","84066","83711","83005","75536","65389","58074","53673","47445","45531",
"서울특별시","계","무학","출생[명]","명","35","40","35","35","40","25","20","23","24","20","14","10","13","13",
"서울특별시","계","초등학교","출생[명]","명","202","204","199","153","131","123","103","86","73","77","42","37","28","32",
"서울특별시","계","중고등학교","출생[명]","명","21868","19369","19156","18256","17514","14508","13473","12859","11521","9607","7643","7015","5935","5093",
"서울특별시","계","중학교","출생[명]","명","1031","912","865","805","798","656","542","512","470","375","285","265","231","175",
"서울특별시","계","고등학교","출생[명]","명","20837","18457","18291","17451","16716","13852","12931","12347","11051","9232","7358","6750","5704","4918",
"서울특별시","계","초대.전문대이상","출생[명]","명","71466","68769","72574","72130","75152","68260","68863","68835","62544","54298","48730","44949","39848","38585",
"서울특별시","계","대학(교)","출생[명]","명","58020","55943","58922","58747","61167","55647","56109","56385","51369","44159","39627","36464","32193","31013",
"서울특별시","계","대학원 이상","출생[명]","명","13446","12826","13652","13383","13985","12613","12754","12450","11175","10139","9103","8485","7655","7572",
"서울특별시","계","미상","출생[명]","명","1165","1212","1302","952","1077","1150","1252","1202","1374","1387","1645","1662","1621","1808",
"서울특별시","15세 미만","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15세 미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15 - 19세","총계","출생[명]","명","72","52","65","74","82","87","68","64","50","40","24","22","6","9",
"서울특별시","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15 - 19세","초등학교","출생[명]","명","3","1","4","5","1","2","2","2","2","1","0","0","0","0",
"서울특별시","15 - 19세","중고등학교","출생[명]","명","58","46","57","66","79","81","65","60","48","37","21","22","5","8",
"서울특별시","15 - 19세","중학교","출생[명]","명","14","16","19","25","31","31","21","19","14","17","7","8","3","2",
"서울특별시","15 - 19세","고등학교","출생[명]","명","44","30","38","41","48","50","44","41","34","20","14","14","2","6",
"서울특별시","15 - 19세","초대.전문대이상","출생[명]","명","5","4","2","1","1","2","1","1","0","0","0","0","0","0",
"서울특별시","15 - 19세","대학(교)","출생[명]","명","5","4","2","1","1","2","1","1","0","0","0","0","0","0",
"서울특별시","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서울특별시","15 - 19세","미상","출생[명]","명","6","1","2","2","1","2","0","1","0","2","3","0","1","1",
"서울특별시","20 - 24세","총계","출생[명]","명","826","649","655","716","674","671","644","719","633","497","383","302","221","165",
"서울특별시","20 - 24세","무학","출생[명]","명","3","1","0","2","1","0","0","0","0","1","0","0","0","1",
"서울특별시","20 - 24세","초등학교","출생[명]","명","11","10","7","6","6","7","7","8","3","2","1","1","1","0",
"서울특별시","20 - 24세","중고등학교","출생[명]","명","537","396","402","466","462","473","468","523","477","373","291","233","171","121",
"서울특별시","20 - 24세","중학교","출생[명]","명","60","42","36","45","41","52","51","54","53","42","44","28","25","17",
"서울특별시","20 - 24세","고등학교","출생[명]","명","477","354","366","421","421","421","417","469","424","331","247","205","146","104",
"서울특별시","20 - 24세","초대.전문대이상","출생[명]","명","258","211","238","238","201","188","163","188","144","117","77","62","40","35",
"서울특별시","20 - 24세","대학(교)","출생[명]","명","252","206","232","233","195","184","158","183","143","115","77","62","39","35",
"서울특별시","20 - 24세","대학원 이상","출생[명]","명","6","5","6","5","6","4","5","5","1","2","0","0","1","0",
"서울특별시","20 - 24세","미상","출생[명]","명","17","31","8","4","4","3","6","0","9","4","14","6","9","8",
"서울특별시","25 - 29세","총계","출생[명]","명","12744","11771","10936","10008","8980","7039","6225","5789","4950","4075","3388","2935","2556","2187",
"서울특별시","25 - 29세","무학","출생[명]","명","3","5","6","5","4","6","4","4","2","0","2","0","0","3",
"서울특별시","25 - 29세","초등학교","출생[명]","명","17","28","19","22","16","15","13","8","4","8","4","4","0","0",
"서울특별시","25 - 29세","중고등학교","출생[명]","명","4020","3492","3187","2871","2457","1828","1639","1548","1377","1186","933","890","794","698",
"서울특별시","25 - 29세","중학교","출생[명]","명","169","156","149","130","115","81","66","67","54","54","37","38","28","30",
"서울특별시","25 - 29세","고등학교","출생[명]","명","3851","3336","3038","2741","2342","1747","1573","1481","1323","1132","896","852","766","668",
"서울특별시","25 - 29세","초대.전문대이상","출생[명]","명","8652","8179","7685","7094","6490","5177","4551","4209","3535","2853","2381","1977","1672","1403",
"서울특별시","25 - 29세","대학(교)","출생[명]","명","7822","7464","6965","6461","5868","4682","4075","3824","3195","2567","2125","1768","1486","1266",
"서울특별시","25 - 29세","대학원 이상","출생[명]","명","830","715","720","633","622","495","476","385","340","286","256","209","186","137",
"서울특별시","25 - 29세","미상","출생[명]","명","52","67","39","16","13","13","18","20","32","28","68","64","90","83",
"서울특별시","30 - 34세","총계","출생[명]","명","43978","40352","41183","40212","41859","37089","36866","35489","30383","24150","20167","17460","15154","14278",
"서울특별시","30 - 34세","무학","출생[명]","명","8","14","7","10","9","6","4","8","5","9","7","4","3","2",
"서울특별시","30 - 34세","초등학교","출생[명]","명","32","29","28","21","30","28","21","13","16","18","7","4","2","5",
"서울특별시","30 - 34세","중고등학교","출생[명]","명","8151","6908","6753","6480","6469","5394","4904","4613","3840","2880","2186","1830","1581","1394",
"서울특별시","30 - 34세","중학교","출생[명]","명","202","169","175","148","191","156","135","140","112","94","78","41","52","37",
"서울특별시","30 - 34세","고등학교","출생[명]","명","7949","6739","6578","6332","6278","5238","4769","4473","3728","2786","2108","1789","1529","1357",
"서울특별시","30 - 34세","초대.전문대이상","출생[명]","명","35699","33244","34287","33651","35302","31618","31839","30746","26335","21013","17621","15289","13184","12458",
"서울특별시","30 - 34세","대학(교)","출생[명]","명","29294","27532","28493","28250","29777","26703","26927","26002","22240","17685","14717","12818","10999","10354",
"서울특별시","30 - 34세","대학원 이상","출생[명]","명","6405","5712","5794","5401","5525","4915","4912","4744","4095","3328","2904","2471","2185","2104",
"서울특별시","30 - 34세","미상","출생[명]","명","88","157","108","50","49","43","98","109","187","230","346","333","384","419",
"서울특별시","35 - 39세","총계","출생[명]","명","29600","28898","31053","30549","31161","28455","28481","29433","28566","26345","24531","23168","20342","19596",
"서울특별시","35 - 39세","무학","출생[명]","명","7","8","10","6","13","5","5","3","7","5","0","3","5","1",
"서울특별시","35 - 39세","초등학교","출생[명]","명","43","50","52","29","28","21","18","26","18","15","10","10","9","7",
"서울특별시","35 - 39세","중고등학교","출생[명]","명","6783","6191","6117","5589","5150","4244","3964","3797","3648","3305","2683","2454","1988","1708",
"서울특별시","35 - 39세","중학교","출생[명]","명","298","239","213","175","177","129","92","97","114","76","52","64","56","45",
"서울특별시","35 - 39세","고등학교","출생[명]","명","6485","5952","5904","5414","4973","4115","3872","3700","3534","3229","2631","2390","1932","1663",
"서울특별시","35 - 39세","초대.전문대이상","출생[명]","명","22714","22543","24778","24883","25911","24134","24399","25483","24670","22717","21381","20181","17858","17299",
"서울특별시","35 - 39세","대학(교)","출생[명]","명","17565","17364","19028","19162","19961","18833","19160","20352","19941","18191","17279","16223","14297","13816",
"서울특별시","35 - 39세","대학원 이상","출생[명]","명","5149","5179","5750","5721","5950","5301","5239","5131","4729","4526","4102","3958","3561","3483",
"서울특별시","35 - 39세","미상","출생[명]","명","53","106","96","42","59","51","95","124","223","303","457","520","482","581",
"서울특별시","40 - 44세","총계","출생[명]","명","5432","5875","7044","7722","8747","8320","8949","8920","8429","7860","7199","7322","6953","7256",
"서울특별시","40 - 44세","무학","출생[명]","명","8","7","6","4","5","5","3","4","5","1","2","3","1","4",
"서울특별시","40 - 44세","초등학교","출생[명]","명","39","30","39","24","17","23","15","11","10","12","8","4","4","4",
"서울특별시","40 - 44세","중고등학교","출생[명]","명","1825","1850","2099","2187","2291","1946","1878","1726","1584","1316","1014","1048","913","838",
"서울특별시","40 - 44세","중학교","출생[명]","명","167","180","159","163","140","111","92","57","63","40","29","37","34","22",
"서울특별시","40 - 44세","고등학교","출생[명]","명","1658","1670","1940","2024","2151","1835","1786","1669","1521","1276","985","1011","879","816",
"서울특별시","40 - 44세","초대.전문대이상","출생[명]","명","3544","3962","4863","5488","6403","6323","7014","7136","6746","6412","6025","6088","5854","6187",
"서울특별시","40 - 44세","대학(교)","출생[명]","명","2652","2941","3708","4107","4773","4644","5156","5275","5052","4760","4520","4636","4449","4697",
"서울특별시","40 - 44세","대학원 이상","출생[명]","명","892","1021","1155","1381","1630","1679","1858","1861","1694","1652","1505","1452","1405","1490",
"서울특별시","40 - 44세","미상","출생[명]","명","16","26","37","19","31","23","39","43","84","119","150","179","181","223",
"서울특별시","45 - 49세","총계","출생[명]","명","941","962","1074","1140","1209","1117","1204","1439","1460","1488","1523","1618","1454","1312",
"서울특별시","45 - 49세","무학","출생[명]","명","4","3","5","2","4","1","1","2","3","2","2","0","0","2",
"서울특별시","45 - 49세","초등학교","출생[명]","명","39","45","35","27","20","12","16","9","4","10","4","6","6","6",
"서울특별시","45 - 49세","중고등학교","출생[명]","명","404","400","434","461","482","411","431","480","441","403","401","403","347","237",
"서울특별시","45 - 49세","중학교","출생[명]","명","101","95","84","84","67","64","52","49","38","28","26","27","18","10",
"서울특별시","45 - 49세","고등학교","출생[명]","명","303","305","350","377","415","347","379","431","403","375","375","376","329","227",
"서울특별시","45 - 49세","초대.전문대이상","출생[명]","명","493","503","592","645","691","688","745","934","974","1037","1078","1163","1051","999",
"서울특별시","45 - 49세","대학(교)","출생[명]","명","354","356","408","445","490","510","531","660","703","738","794","820","786","692",
"서울특별시","45 - 49세","대학원 이상","출생[명]","명","139","147","184","200","201","178","214","274","271","299","284","343","265","307",
"서울특별시","45 - 49세","미상","출생[명]","명","1","11","8","5","12","5","11","14","38","36","38","46","50","68",
"서울특별시","50세 이상","총계","출생[명]","명","203","206","244","282","280","270","269","256","258","274","276","324","316","293",
"서울특별시","50세 이상","무학","출생[명]","명","2","2","0","6","3","2","3","2","2","1","0","0","3","0",
"서울특별시","50세 이상","초등학교","출생[명]","명","18","11","15","19","13","15","11","9","16","11","8","8","6","9",
"서울특별시","50세 이상","중고등학교","출생[명]","명","86","82","104","131","119","128","114","107","102","102","108","128","126","85",
"서울특별시","50세 이상","중학교","출생[명]","명","19","15","29","35","35","31","32","29","21","23","12","20","15","12",
"서울특별시","50세 이상","고등학교","출생[명]","명","67","67","75","96","84","97","82","78","81","79","96","108","111","73",
"서울특별시","50세 이상","초대.전문대이상","출생[명]","명","96","110","123","123","142","121","136","132","129","144","149","169","171","180",
"서울특별시","50세 이상","대학(교)","출생[명]","명","71","65","81","84","94","83","91","85","87","100","100","119","121","135",
"서울특별시","50세 이상","대학원 이상","출생[명]","명","25","45","42","39","48","38","45","47","42","44","49","50","50","45",
"서울특별시","50세 이상","미상","출생[명]","명","1","1","2","3","3","4","5","6","9","16","11","19","10","19",
"서울특별시","연령미상","총계","출생[명]","명","940","829","1012","823","922","1018","1005","896","807","660","583","522","443","435",
"서울특별시","연령미상","무학","출생[명]","명","0","0","1","0","1","0","0","0","0","1","1","0","1","0",
"서울특별시","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"서울특별시","연령미상","중고등학교","출생[명]","명","4","4","3","5","5","3","10","5","4","5","6","7","10","4",
"서울특별시","연령미상","중학교","출생[명]","명","1","0","1","0","1","1","1","0","1","1","0","2","0","0",
"서울특별시","연령미상","고등학교","출생[명]","명","3","4","2","5","4","2","9","5","3","4","6","5","10","4",
"서울특별시","연령미상","초대.전문대이상","출생[명]","명","5","13","6","7","11","9","15","6","11","5","18","20","18","24",
"서울특별시","연령미상","대학(교)","출생[명]","명","5","11","5","4","8","6","10","3","8","3","15","18","16","18",
"서울특별시","연령미상","대학원 이상","출생[명]","명","0","2","1","3","3","3","5","3","3","2","3","2","2","6",
"서울특별시","연령미상","미상","출생[명]","명","931","812","1002","811","905","1006","980","885","792","649","558","495","414","406",
"부산광역시","계","총계","출생[명]","명","26670","25110","27415","27759","28673","25831","26190","26645","24906","21480","19152","17049","15058","14446",
"부산광역시","계","무학","출생[명]","명","11","5","11","15","6","9","7","7","5","5","7","10","9","3",
"부산광역시","계","초등학교","출생[명]","명","99","84","68","61","54","50","45","36","41","29","21","23","20","8",
"부산광역시","계","중고등학교","출생[명]","명","8467","7452","7860","7623","7589","6529","6149","6141","5720","5005","4095","3531","3144","2755",
"부산광역시","계","중학교","출생[명]","명","479","411","361","404","356","317","288","267","214","204","169","141","119","81",
"부산광역시","계","고등학교","출생[명]","명","7988","7041","7499","7219","7233","6212","5861","5874","5506","4801","3926","3390","3025","2674",
"부산광역시","계","초대.전문대이상","출생[명]","명","17740","17259","19016","19683","20642","18873","19623","20070","18695","15971","14706","13137","11551","11412",
"부산광역시","계","대학(교)","출생[명]","명","15769","15382","17090","17581","18446","16886","17511","17932","16652","14212","13104","11664","10305","10160",
"부산광역시","계","대학원 이상","출생[명]","명","1971","1877","1926","2102","2196","1987","2112","2138","2043","1759","1602","1473","1246","1252",
"부산광역시","계","미상","출생[명]","명","353","310","460","377","382","370","366","391","445","470","323","348","334","268",
"부산광역시","15세 미만","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세 미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세 미만","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세 미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세 미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세 미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
